,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
M. Reyes,ADMU,2.4833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
I. Espinosa,ADMU,119.81666666659999,7.0,30.0,23.333333333333332,6.0,19.0,31.57894736842105,1.0,11.0,9.090909090909092,9.0,12.0,75.0,24.0,4.0,16.0,20.0,13.0,5.0,8.0,3.0,11.0,14.0,19.0,-27.0,1.0,7.0
K. Porter,ADMU,157.7166666667,16.0,49.0,32.6530612244898,9.0,24.0,37.5,7.0,25.0,28.0,7.0,14.0,50.0,46.0,12.0,33.0,45.0,4.0,6.0,6.0,2.0,8.0,15.0,9.0,-21.0,1.0,7.0
W. Espina,ADMU,61.6666666665,5.0,23.0,21.73913043478261,2.0,9.0,22.22222222222222,3.0,14.0,21.428571428571427,4.0,7.0,57.142857142857146,17.0,3.0,4.0,7.0,7.0,4.0,4.0,1.0,5.0,8.0,4.0,6.0,1.0,7.0
C. Koon,ADMU,115.7166666666,9.0,41.0,21.951219512195124,4.0,19.0,21.05263157894737,5.0,22.0,22.727272727272727,3.0,8.0,37.5,26.0,4.0,9.0,13.0,12.0,4.0,2.0,0.0,2.0,13.0,12.0,-16.0,1.0,5.0
F. Edu,ADMU,11.3166666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,1.0,3.0
S. Quitevis,ADMU,184.95000000010003,7.0,17.0,41.1764705882353,5.0,8.0,62.5,2.0,9.0,22.22222222222222,6.0,6.0,100.0,22.0,5.0,11.0,16.0,17.0,5.0,3.0,0.0,3.0,22.0,8.0,-48.0,1.0,7.0
K. Ong,ADMU,39.15,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,5.0,2.0,8.0,10.0,0.0,1.0,0.0,2.0,2.0,7.0,2.0,-8.0,1.0,6.0
S. Tuano,ADMU,146.1666666667,30.0,59.0,50.847457627118644,27.0,47.0,57.4468085106383,3.0,12.0,25.0,15.0,36.0,41.666666666666664,78.0,12.0,11.0,23.0,6.0,15.0,6.0,0.0,6.0,15.0,26.0,-18.0,1.0,7.0
K. Gamber,ADMU,44.8166666667,7.0,20.0,35.0,0.0,5.0,0.0,7.0,15.0,46.666666666666664,1.0,1.0,100.0,22.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,-19.0,1.0,6.0
J. Bahay,ADMU,163.8833333334,21.0,84.0,25.0,9.0,25.0,36.0,12.0,59.0,20.338983050847457,13.0,20.0,65.0,67.0,5.0,17.0,22.0,34.0,6.0,6.0,0.0,6.0,12.0,20.0,-8.0,1.0,7.0
A. Bongo,ADMU,130.4666666667,11.0,44.0,25.0,3.0,11.0,27.272727272727273,8.0,33.0,24.242424242424242,12.0,14.0,85.71428571428571,42.0,5.0,10.0,15.0,10.0,4.0,6.0,2.0,8.0,14.0,12.0,-16.0,1.0,7.0
A. Balogun,ADMU,72.71666666670001,7.0,19.0,36.8421052631579,7.0,16.0,43.75,0.0,3.0,0.0,9.0,17.0,52.94117647058823,23.0,11.0,14.0,25.0,2.0,6.0,3.0,4.0,7.0,14.0,16.0,-19.0,1.0,7.0
J. Lazaro,ADMU,173.51666666659997,29.0,65.0,44.61538461538461,24.0,54.0,44.44444444444444,5.0,11.0,45.45454545454545,6.0,15.0,40.0,69.0,16.0,32.0,48.0,13.0,12.0,5.0,4.0,9.0,15.0,24.0,-56.0,1.0,7.0
J. Calisay,AdU,155.0833333333,14.0,51.0,27.45098039215686,6.0,27.0,22.22222222222222,8.0,24.0,33.333333333333336,4.0,9.0,44.44444444444444,40.0,6.0,30.0,36.0,13.0,7.0,5.0,1.0,6.0,13.0,7.0,0.0,3.0,8.0
J. Yerro,AdU,180.3166666667,16.0,51.0,31.372549019607842,11.0,27.0,40.74074074074074,5.0,24.0,20.833333333333332,10.0,13.0,76.92307692307692,47.0,5.0,15.0,20.0,10.0,15.0,7.0,0.0,7.0,19.0,11.0,-27.0,3.0,8.0
J. Barcelona,AdU,9.3333333334,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,-10.0,1.0,3.0
R. Mantua,AdU,122.35,15.0,38.0,39.473684210526315,9.0,23.0,39.130434782608695,6.0,15.0,40.0,9.0,10.0,90.0,45.0,2.0,13.0,15.0,9.0,10.0,2.0,1.0,3.0,15.0,7.0,-31.0,3.0,8.0
F. Dignadice,AdU,7.066666666700001,1.0,3.0,33.333333333333336,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-9.0,2.0,5.0
M. Barasi Jr,AdU,87.6999999999,2.0,13.0,15.384615384615385,2.0,13.0,15.384615384615385,0.0,0.0,0.0,7.0,9.0,77.77777777777777,11.0,4.0,12.0,16.0,3.0,4.0,1.0,1.0,2.0,12.0,10.0,-7.0,3.0,8.0
M. Erolon,AdU,135.1999999999,20.0,55.0,36.36363636363637,12.0,29.0,41.37931034482759,8.0,26.0,30.76923076923077,2.0,3.0,66.66666666666667,50.0,1.0,9.0,10.0,21.0,10.0,8.0,0.0,8.0,10.0,10.0,6.0,3.0,8.0
E. Ramos,AdU,73.0333333333,5.0,21.0,23.80952380952381,4.0,17.0,23.529411764705884,1.0,4.0,25.0,3.0,6.0,50.0,14.0,5.0,9.0,14.0,2.0,4.0,1.0,1.0,2.0,13.0,14.0,-32.0,3.0,8.0
A. Fransman,AdU,142.38333333330002,18.0,58.0,31.03448275862069,11.0,34.0,32.35294117647059,7.0,24.0,29.166666666666668,6.0,6.0,100.0,49.0,12.0,40.0,52.0,6.0,9.0,9.0,4.0,13.0,11.0,9.0,-20.0,3.0,8.0
A. Ignacio,AdU,8.183333333299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.0,3.0,5.0
C. Manzano,AdU,182.3,23.0,60.0,38.333333333333336,23.0,60.0,38.333333333333336,0.0,0.0,0.0,20.0,27.0,74.07407407407408,66.0,31.0,35.0,66.0,15.0,24.0,4.0,9.0,13.0,24.0,26.0,18.0,3.0,8.0
A. Ronzone,AdU,17.5166666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0
M. Anabo,AdU,109.90000000010001,8.0,28.0,28.571428571428573,3.0,7.0,42.857142857142854,5.0,21.0,23.80952380952381,6.0,12.0,50.0,27.0,1.0,18.0,19.0,8.0,4.0,2.0,0.0,2.0,6.0,11.0,-4.0,3.0,8.0
C. Alexander,AdU,43.8166666668,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,6.0,33.333333333333336,1.0,2.0,50.0,7.0,1.0,3.0,4.0,4.0,7.0,1.0,0.0,1.0,5.0,1.0,10.0,2.0,6.0
M. Montebon,AdU,171.13333333330002,27.0,73.0,36.986301369863014,15.0,39.0,38.46153846153846,12.0,34.0,35.294117647058826,24.0,32.0,75.0,90.0,3.0,20.0,23.0,23.0,17.0,9.0,2.0,11.0,15.0,24.0,-7.0,3.0,8.0
M. Ojarikre,AdU,178.8333333334,14.0,27.0,51.851851851851855,14.0,27.0,51.851851851851855,0.0,0.0,0.0,6.0,18.0,33.333333333333336,34.0,26.0,49.0,75.0,0.0,12.0,1.0,21.0,22.0,14.0,16.0,-18.0,3.0,8.0
R. Gonzales,DLSU,88.0999999999,17.0,28.0,60.714285714285715,16.0,27.0,59.25925925925926,1.0,1.0,100.0,4.0,6.0,66.66666666666667,39.0,8.0,13.0,21.0,7.0,8.0,8.0,2.0,10.0,12.0,4.0,18.0,7.0,8.0
M. Rubico,DLSU,9.8166666666,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,3.0
H. Agunanne,DLSU,119.16666666660001,18.0,45.0,40.0,18.0,41.0,43.90243902439025,0.0,4.0,0.0,5.0,13.0,38.46153846153846,41.0,20.0,28.0,48.0,5.0,19.0,4.0,4.0,8.0,13.0,14.0,14.0,7.0,8.0
A. Konov,DLSU,19.7166666667,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-5.0,4.0,4.0
J. Macalalag,DLSU,168.5666666667,24.0,51.0,47.05882352941177,17.0,32.0,53.125,7.0,19.0,36.8421052631579,3.0,7.0,42.857142857142854,58.0,10.0,12.0,22.0,8.0,6.0,3.0,3.0,6.0,11.0,9.0,67.0,7.0,8.0
V. David,DLSU,162.54999999999998,16.0,45.0,35.55555555555556,8.0,23.0,34.78260869565217,8.0,22.0,36.36363636363637,3.0,4.0,75.0,43.0,10.0,40.0,50.0,38.0,14.0,7.0,0.0,7.0,14.0,8.0,72.0,7.0,8.0
C. Austria,DLSU,57.54999999990001,2.0,14.0,14.285714285714286,2.0,11.0,18.181818181818183,0.0,3.0,0.0,4.0,4.0,100.0,8.0,5.0,5.0,10.0,9.0,10.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,4.0
L. Ramiro,DLSU,112.06666666679999,8.0,26.0,30.76923076923077,3.0,12.0,25.0,5.0,14.0,35.714285714285715,1.0,2.0,50.0,22.0,2.0,13.0,15.0,11.0,6.0,3.0,2.0,5.0,11.0,6.0,-5.0,7.0,8.0
M. Phillips,DLSU,189.98333333329998,36.0,82.0,43.90243902439025,34.0,73.0,46.57534246575342,2.0,9.0,22.22222222222222,23.0,42.0,54.76190476190476,97.0,40.0,58.0,98.0,22.0,21.0,13.0,9.0,22.0,20.0,37.0,41.0,7.0,8.0
