,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
J. Lazaro,ADMU,244.16666666650002,33.0,91.0,36.26373626373626,27.0,75.0,36.0,6.0,16.0,37.5,9.0,25.0,36.0,81.0,27.0,40.0,67.0,15.0,14.0,8.0,4.0,12.0,24.0,31.0,-74.0,2.0,11.0
K. Porter,ADMU,276.55,30.0,94.0,31.914893617021278,20.0,54.0,37.03703703703704,10.0,40.0,25.0,13.0,29.0,44.827586206896555,83.0,27.0,56.0,83.0,8.0,9.0,11.0,5.0,16.0,22.0,18.0,-74.0,3.0,12.0
S. Quitevis,ADMU,306.0166666667,12.0,39.0,30.76923076923077,8.0,20.0,40.0,4.0,19.0,21.05263157894737,9.0,11.0,81.81818181818181,37.0,6.0,18.0,24.0,24.0,8.0,10.0,0.0,10.0,36.0,14.0,-76.0,3.0,12.0
S. Tuano,ADMU,233.06666666669997,46.0,96.0,47.916666666666664,43.0,79.0,54.43037974683544,3.0,17.0,17.647058823529413,21.0,45.0,46.666666666666664,116.0,16.0,17.0,33.0,9.0,25.0,9.0,0.0,9.0,19.0,32.0,-34.0,3.0,12.0
K. Ong,ADMU,56.849999999999994,5.0,8.0,62.5,5.0,8.0,62.5,0.0,0.0,0.0,2.0,6.0,33.333333333333336,12.0,4.0,10.0,14.0,0.0,1.0,0.0,4.0,4.0,10.0,5.0,-3.0,1.0,8.0
W. Espina,ADMU,90.9833333332,7.0,29.0,24.137931034482758,3.0,11.0,27.272727272727273,4.0,18.0,22.22222222222222,4.0,7.0,57.142857142857146,22.0,3.0,5.0,8.0,7.0,6.0,5.0,1.0,6.0,12.0,4.0,1.0,3.0,12.0
C. Koon,ADMU,244.4499999999,23.0,82.0,28.048780487804876,12.0,40.0,30.0,11.0,42.0,26.19047619047619,12.0,24.0,50.0,69.0,9.0,28.0,37.0,20.0,12.0,8.0,0.0,8.0,22.0,29.0,-59.0,3.0,10.0
M. Asoro,ADMU,5.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0
K. Gamber,ADMU,61.800000000000004,7.0,26.0,26.923076923076923,0.0,6.0,0.0,7.0,20.0,35.0,1.0,1.0,100.0,22.0,0.0,7.0,7.0,3.0,6.0,0.0,0.0,0.0,5.0,1.0,-20.0,2.0,10.0
F. Edu,ADMU,28.666666666700003,2.0,4.0,50.0,2.0,3.0,66.66666666666667,0.0,1.0,0.0,1.0,4.0,25.0,5.0,4.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,8.0,3.0,7.0
I. Espinosa,ADMU,205.5333333333,20.0,55.0,36.36363636363637,14.0,33.0,42.42424242424242,6.0,22.0,27.272727272727273,15.0,22.0,68.18181818181819,61.0,5.0,30.0,35.0,26.0,11.0,11.0,3.0,14.0,18.0,37.0,-25.0,3.0,12.0
J. Bahay,ADMU,279.76666666669996,40.0,144.0,27.77777777777778,24.0,58.0,41.37931034482759,16.0,86.0,18.6046511627907,28.0,42.0,66.66666666666667,124.0,11.0,25.0,36.0,51.0,16.0,8.0,0.0,8.0,23.0,40.0,-57.0,3.0,12.0
M. Reyes,ADMU,15.8333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0
A. Dela Cruz,ADMU,5.9666666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
A. Bongo,ADMU,236.9666666667,21.0,76.0,27.63157894736842,5.0,21.0,23.80952380952381,16.0,55.0,29.09090909090909,15.0,18.0,83.33333333333333,73.0,12.0,31.0,43.0,17.0,7.0,9.0,2.0,11.0,23.0,17.0,-38.0,3.0,12.0
A. Balogun,ADMU,131.95,9.0,31.0,29.032258064516128,9.0,27.0,33.333333333333336,0.0,4.0,0.0,19.0,30.0,63.333333333333336,37.0,20.0,23.0,43.0,2.0,11.0,4.0,4.0,8.0,22.0,26.0,-35.0,3.0,12.0
R. Mantua,AdU,174.7666666666,17.0,52.0,32.69230769230769,10.0,31.0,32.25806451612903,7.0,21.0,33.333333333333336,11.0,12.0,91.66666666666667,52.0,4.0,17.0,21.0,11.0,16.0,4.0,1.0,5.0,18.0,11.0,-34.0,4.0,11.0
J. Barcelona,AdU,13.6500000001,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,-12.0,1.0,4.0
J. Calisay,AdU,218.24999999999997,15.0,66.0,22.727272727272727,6.0,29.0,20.689655172413794,9.0,37.0,24.324324324324323,4.0,10.0,40.0,43.0,7.0,41.0,48.0,17.0,13.0,7.0,1.0,8.0,16.0,12.0,0.0,4.0,11.0
M. Ojarikre,AdU,240.10000000009998,16.0,35.0,45.714285714285715,16.0,35.0,45.714285714285715,0.0,0.0,0.0,9.0,26.0,34.61538461538461,41.0,38.0,60.0,98.0,1.0,20.0,2.0,27.0,29.0,21.0,23.0,-29.0,4.0,11.0
M. Erolon,AdU,171.5499999999,27.0,71.0,38.028169014084504,14.0,32.0,43.75,13.0,39.0,33.333333333333336,2.0,3.0,66.66666666666667,69.0,1.0,13.0,14.0,27.0,14.0,9.0,0.0,9.0,14.0,14.0,20.0,4.0,10.0
M. Montebon,AdU,233.38333333330002,35.0,96.0,36.458333333333336,20.0,49.0,40.816326530612244,15.0,47.0,31.914893617021278,24.0,34.0,70.58823529411765,109.0,4.0,26.0,30.0,26.0,25.0,14.0,2.0,16.0,17.0,29.0,-48.0,4.0,11.0
J. Yerro,AdU,242.0666666667,19.0,65.0,29.23076923076923,13.0,33.0,39.39393939393939,6.0,32.0,18.75,11.0,15.0,73.33333333333333,55.0,6.0,21.0,27.0,15.0,22.0,7.0,0.0,7.0,25.0,14.0,-32.0,4.0,11.0
E. Ramos,AdU,93.3333333333,7.0,25.0,28.0,6.0,21.0,28.571428571428573,1.0,4.0,25.0,3.0,8.0,37.5,18.0,8.0,9.0,17.0,3.0,6.0,2.0,1.0,3.0,13.0,15.0,-40.0,4.0,10.0
F. Dignadice,AdU,11.3833333334,1.0,4.0,25.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,-11.0,2.0,6.0
A. Fransman,AdU,208.71666666660002,30.0,91.0,32.967032967032964,16.0,46.0,34.78260869565217,14.0,45.0,31.11111111111111,10.0,13.0,76.92307692307692,84.0,13.0,59.0,72.0,7.0,16.0,11.0,4.0,15.0,14.0,14.0,-55.0,4.0,11.0
A. Ignacio,AdU,16.85,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,2.0,2.0,100.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,-21.0,3.0,7.0
M. Barasi Jr,AdU,113.6999999999,2.0,13.0,15.384615384615385,2.0,13.0,15.384615384615385,0.0,0.0,0.0,7.0,9.0,77.77777777777777,11.0,4.0,17.0,21.0,4.0,6.0,1.0,1.0,2.0,13.0,11.0,-2.0,4.0,10.0
C. Manzano,AdU,250.4666666667,36.0,86.0,41.86046511627907,36.0,86.0,41.86046511627907,0.0,0.0,0.0,32.0,45.0,71.11111111111111,104.0,39.0,48.0,87.0,21.0,32.0,9.0,10.0,19.0,32.0,41.0,3.0,4.0,11.0
A. Ronzone,AdU,26.2666666667,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,-6.0,2.0,6.0
M. Anabo,AdU,144.01666666670002,10.0,37.0,27.027027027027028,5.0,11.0,45.45454545454545,5.0,26.0,19.23076923076923,7.0,14.0,50.0,32.0,2.0,21.0,23.0,10.0,4.0,5.0,0.0,5.0,8.0,12.0,-20.0,4.0,11.0
C. Alexander,AdU,65.4000000001,2.0,8.0,25.0,0.0,1.0,0.0,2.0,7.0,28.571428571428573,1.0,2.0,50.0,7.0,3.0,5.0,8.0,6.0,12.0,1.0,0.0,1.0,9.0,1.0,2.0,2.0,8.0
I. Phillips,DLSU,5.0333333333,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
L. Ramiro,DLSU,181.5166666668,10.0,40.0,25.0,4.0,20.0,20.0,6.0,20.0,30.0,1.0,2.0,50.0,27.0,3.0,25.0,28.0,22.0,13.0,3.0,4.0,7.0,21.0,10.0,-12.0,11.0,12.0
V. Marasigan,DLSU,134.0999999999,21.0,52.0,40.38461538461539,16.0,38.0,42.10526315789474,5.0,14.0,35.714285714285715,14.0,23.0,60.869565217391305,61.0,9.0,19.0,28.0,6.0,11.0,5.0,1.0,6.0,27.0,21.0,39.0,11.0,12.0
V. David,DLSU,265.5333333333,24.0,70.0,34.285714285714285,9.0,28.0,32.142857142857146,15.0,42.0,35.714285714285715,6.0,8.0,75.0,69.0,13.0,56.0,69.0,54.0,21.0,10.0,0.0,10.0,20.0,9.0,144.0,11.0,12.0
A. Konov,DLSU,37.816666666699994,2.0,8.0,25.0,0.0,1.0,0.0,2.0,7.0,28.571428571428573,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,-13.0,7.0,7.0
R. Gonzales,DLSU,142.7333333333,26.0,46.0,56.52173913043478,24.0,42.0,57.142857142857146,2.0,4.0,50.0,9.0,12.0,75.0,63.0,13.0,25.0,38.0,10.0,13.0,11.0,7.0,18.0,19.0,7.0,41.0,11.0,12.0
E. Gollena,DLSU,192.7,20.0,48.0,41.666666666666664,12.0,25.0,48.0,8.0,23.0,34.78260869565217,21.0,26.0,80.76923076923077,69.0,16.0,12.0,28.0,9.0,8.0,6.0,1.0,7.0,23.0,23.0,49.0,11.0,12.0
D. Dungo,DLSU,117.9499999999,15.0,38.0,39.473684210526315,7.0,16.0,43.75,8.0,22.0,36.36363636363637,11.0,12.0,91.66666666666667,49.0,6.0,12.0,18.0,14.0,10.0,2.0,1.0,3.0,10.0,10.0,29.0,10.0,11.0
K. Quiambao,DLSU,359.00000000009993,71.0,182.0,39.010989010989015,43.0,98.0,43.87755102040816,28.0,84.0,33.333333333333336,42.0,54.0,77.77777777777777,212.0,20.0,89.0,109.0,49.0,37.0,12.0,3.0,15.0,13.0,51.0,148.0,11.0,12.0
M. Rubico,DLSU,18.6333333332,1.0,3.0,33.333333333333336,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,-2.0,5.0,5.0
C. Austria,DLSU,127.29999999980001,11.0,34.0,32.35294117647059,10.0,25.0,40.0,1.0,9.0,11.11111111111111,6.0,8.0,75.0,29.0,10.0,9.0,19.0,21.0,19.0,1.0,1.0,2.0,9.0,9.0,-10.0,8.0,8.0
