,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
M. Reyes,ADMU,5.0666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0
I. Espinosa,ADMU,154.4333333333,12.0,42.0,28.571428571428573,9.0,26.0,34.61538461538461,3.0,16.0,18.75,12.0,18.0,66.66666666666667,39.0,5.0,24.0,29.0,16.0,7.0,9.0,3.0,12.0,14.0,29.0,-18.0,3.0,9.0
K. Porter,ADMU,209.29999999999998,23.0,71.0,32.394366197183096,16.0,43.0,37.2093023255814,7.0,28.0,25.0,10.0,21.0,47.61904761904762,63.0,21.0,43.0,64.0,6.0,8.0,9.0,4.0,13.0,20.0,13.0,-20.0,3.0,9.0
W. Espina,ADMU,75.6999999999,6.0,26.0,23.076923076923077,3.0,11.0,27.272727272727273,3.0,15.0,20.0,4.0,7.0,57.142857142857146,19.0,3.0,4.0,7.0,7.0,5.0,5.0,1.0,6.0,10.0,4.0,18.0,3.0,9.0
C. Koon,ADMU,171.2999999999,15.0,58.0,25.862068965517242,8.0,29.0,27.586206896551722,7.0,29.0,24.137931034482758,9.0,18.0,50.0,46.0,6.0,19.0,25.0,18.0,5.0,5.0,0.0,5.0,17.0,20.0,-3.0,3.0,7.0
F. Edu,ADMU,22.083333333400002,2.0,3.0,66.66666666666667,2.0,2.0,100.0,0.0,1.0,0.0,1.0,4.0,25.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,11.0,3.0,5.0
S. Quitevis,ADMU,233.2833333334,10.0,26.0,38.46153846153846,7.0,15.0,46.666666666666664,3.0,11.0,27.272727272727273,6.0,6.0,100.0,29.0,6.0,13.0,19.0,20.0,5.0,7.0,0.0,7.0,28.0,10.0,-47.0,3.0,9.0
K. Ong,ADMU,39.15,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,5.0,2.0,8.0,10.0,0.0,1.0,0.0,2.0,2.0,7.0,2.0,-8.0,1.0,6.0
S. Tuano,ADMU,186.1666666667,37.0,75.0,49.333333333333336,34.0,59.0,57.6271186440678,3.0,16.0,18.75,19.0,42.0,45.23809523809524,96.0,12.0,12.0,24.0,7.0,18.0,7.0,0.0,7.0,16.0,29.0,-39.0,3.0,9.0
K. Gamber,ADMU,48.6,7.0,21.0,33.333333333333336,0.0,5.0,0.0,7.0,16.0,43.75,1.0,1.0,100.0,22.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,-23.0,2.0,7.0
J. Bahay,ADMU,210.4666666667,27.0,108.0,25.0,13.0,39.0,33.333333333333336,14.0,69.0,20.28985507246377,19.0,30.0,63.333333333333336,87.0,8.0,21.0,29.0,40.0,10.0,7.0,0.0,7.0,18.0,27.0,-11.0,3.0,9.0
A. Bongo,ADMU,179.3166666667,19.0,63.0,30.158730158730158,5.0,19.0,26.31578947368421,14.0,44.0,31.818181818181817,13.0,15.0,86.66666666666667,65.0,9.0,20.0,29.0,12.0,5.0,8.0,2.0,10.0,17.0,15.0,9.0,3.0,9.0
A. Balogun,ADMU,100.9,8.0,25.0,32.0,8.0,22.0,36.36363636363637,0.0,3.0,0.0,17.0,28.0,60.714285714285715,33.0,17.0,20.0,37.0,2.0,8.0,3.0,4.0,7.0,18.0,24.0,-16.0,3.0,9.0
J. Lazaro,ADMU,188.4499999999,29.0,67.0,43.28358208955224,24.0,56.0,42.857142857142854,5.0,11.0,45.45454545454545,6.0,17.0,35.294117647058826,69.0,19.0,34.0,53.0,13.0,12.0,5.0,4.0,9.0,17.0,25.0,-73.0,2.0,8.0
J. Calisay,AdU,155.0833333333,14.0,51.0,27.45098039215686,6.0,27.0,22.22222222222222,8.0,24.0,33.333333333333336,4.0,9.0,44.44444444444444,40.0,6.0,30.0,36.0,13.0,7.0,5.0,1.0,6.0,13.0,7.0,0.0,3.0,8.0
J. Yerro,AdU,180.3166666667,16.0,51.0,31.372549019607842,11.0,27.0,40.74074074074074,5.0,24.0,20.833333333333332,10.0,13.0,76.92307692307692,47.0,5.0,15.0,20.0,10.0,15.0,7.0,0.0,7.0,19.0,11.0,-27.0,3.0,8.0
J. Barcelona,AdU,9.3333333334,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,-10.0,1.0,3.0
R. Mantua,AdU,122.35,15.0,38.0,39.473684210526315,9.0,23.0,39.130434782608695,6.0,15.0,40.0,9.0,10.0,90.0,45.0,2.0,13.0,15.0,9.0,10.0,2.0,1.0,3.0,15.0,7.0,-31.0,3.0,8.0
F. Dignadice,AdU,7.066666666700001,1.0,3.0,33.333333333333336,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-9.0,2.0,5.0
M. Barasi Jr,AdU,87.6999999999,2.0,13.0,15.384615384615385,2.0,13.0,15.384615384615385,0.0,0.0,0.0,7.0,9.0,77.77777777777777,11.0,4.0,12.0,16.0,3.0,4.0,1.0,1.0,2.0,12.0,10.0,-7.0,3.0,8.0
M. Erolon,AdU,135.1999999999,20.0,55.0,36.36363636363637,12.0,29.0,41.37931034482759,8.0,26.0,30.76923076923077,2.0,3.0,66.66666666666667,50.0,1.0,9.0,10.0,21.0,10.0,8.0,0.0,8.0,10.0,10.0,6.0,3.0,8.0
E. Ramos,AdU,73.0333333333,5.0,21.0,23.80952380952381,4.0,17.0,23.529411764705884,1.0,4.0,25.0,3.0,6.0,50.0,14.0,5.0,9.0,14.0,2.0,4.0,1.0,1.0,2.0,13.0,14.0,-32.0,3.0,8.0
A. Fransman,AdU,142.38333333330002,18.0,58.0,31.03448275862069,11.0,34.0,32.35294117647059,7.0,24.0,29.166666666666668,6.0,6.0,100.0,49.0,12.0,40.0,52.0,6.0,9.0,9.0,4.0,13.0,11.0,9.0,-20.0,3.0,8.0
A. Ignacio,AdU,8.183333333299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.0,3.0,5.0
C. Manzano,AdU,182.3,23.0,60.0,38.333333333333336,23.0,60.0,38.333333333333336,0.0,0.0,0.0,20.0,27.0,74.07407407407408,66.0,31.0,35.0,66.0,15.0,24.0,4.0,9.0,13.0,24.0,26.0,18.0,3.0,8.0
A. Ronzone,AdU,17.5166666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0
M. Anabo,AdU,109.90000000010001,8.0,28.0,28.571428571428573,3.0,7.0,42.857142857142854,5.0,21.0,23.80952380952381,6.0,12.0,50.0,27.0,1.0,18.0,19.0,8.0,4.0,2.0,0.0,2.0,6.0,11.0,-4.0,3.0,8.0
C. Alexander,AdU,43.8166666668,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,6.0,33.333333333333336,1.0,2.0,50.0,7.0,1.0,3.0,4.0,4.0,7.0,1.0,0.0,1.0,5.0,1.0,10.0,2.0,6.0
M. Montebon,AdU,171.13333333330002,27.0,73.0,36.986301369863014,15.0,39.0,38.46153846153846,12.0,34.0,35.294117647058826,24.0,32.0,75.0,90.0,3.0,20.0,23.0,23.0,17.0,9.0,2.0,11.0,15.0,24.0,-7.0,3.0,8.0
M. Ojarikre,AdU,178.8333333334,14.0,27.0,51.851851851851855,14.0,27.0,51.851851851851855,0.0,0.0,0.0,6.0,18.0,33.333333333333336,34.0,26.0,49.0,75.0,0.0,12.0,1.0,21.0,22.0,14.0,16.0,-18.0,3.0,8.0
R. Gonzales,DLSU,99.54999999990001,21.0,33.0,63.63636363636363,19.0,31.0,61.29032258064516,2.0,2.0,100.0,6.0,8.0,75.0,50.0,10.0,15.0,25.0,8.0,9.0,8.0,4.0,12.0,14.0,5.0,22.0,8.0,9.0
M. Rubico,DLSU,13.5999999999,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,-2.0,4.0,4.0
H. Agunanne,DLSU,136.0166666666,20.0,49.0,40.816326530612244,19.0,44.0,43.18181818181818,1.0,5.0,20.0,7.0,17.0,41.1764705882353,48.0,21.0,31.0,52.0,5.0,22.0,4.0,5.0,9.0,16.0,17.0,18.0,8.0,9.0
A. Konov,DLSU,25.2,1.0,6.0,16.666666666666668,0.0,1.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,-10.0,5.0,5.0
J. Macalalag,DLSU,184.2333333334,26.0,55.0,47.27272727272727,17.0,34.0,50.0,9.0,21.0,42.857142857142854,3.0,7.0,42.857142857142854,64.0,11.0,12.0,23.0,10.0,7.0,4.0,4.0,8.0,12.0,9.0,85.0,8.0,9.0
V. David,DLSU,188.6,16.0,48.0,33.333333333333336,8.0,23.0,34.78260869565217,8.0,25.0,32.0,6.0,8.0,75.0,46.0,10.0,46.0,56.0,44.0,14.0,9.0,0.0,9.0,17.0,9.0,81.0,8.0,9.0
C. Austria,DLSU,74.93333333320001,5.0,20.0,25.0,5.0,15.0,33.333333333333336,0.0,5.0,0.0,4.0,4.0,100.0,14.0,6.0,6.0,12.0,12.0,14.0,0.0,1.0,1.0,4.0,5.0,-9.0,5.0,5.0
