,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
J. Lazaro,ADMU,244.16666666650002,33.0,91.0,36.26373626373626,27.0,75.0,36.0,6.0,16.0,37.5,9.0,25.0,36.0,81.0,27.0,40.0,67.0,15.0,14.0,8.0,4.0,12.0,24.0,31.0,-74.0,2.0,11.0
K. Porter,ADMU,276.55,30.0,94.0,31.914893617021278,20.0,54.0,37.03703703703704,10.0,40.0,25.0,13.0,29.0,44.827586206896555,83.0,27.0,56.0,83.0,8.0,9.0,11.0,5.0,16.0,22.0,18.0,-74.0,3.0,12.0
S. Quitevis,ADMU,306.0166666667,12.0,39.0,30.76923076923077,8.0,20.0,40.0,4.0,19.0,21.05263157894737,9.0,11.0,81.81818181818181,37.0,6.0,18.0,24.0,24.0,8.0,10.0,0.0,10.0,36.0,14.0,-76.0,3.0,12.0
S. Tuano,ADMU,233.06666666669997,46.0,96.0,47.916666666666664,43.0,79.0,54.43037974683544,3.0,17.0,17.647058823529413,21.0,45.0,46.666666666666664,116.0,16.0,17.0,33.0,9.0,25.0,9.0,0.0,9.0,19.0,32.0,-34.0,3.0,12.0
K. Ong,ADMU,56.849999999999994,5.0,8.0,62.5,5.0,8.0,62.5,0.0,0.0,0.0,2.0,6.0,33.333333333333336,12.0,4.0,10.0,14.0,0.0,1.0,0.0,4.0,4.0,10.0,5.0,-3.0,1.0,8.0
W. Espina,ADMU,90.9833333332,7.0,29.0,24.137931034482758,3.0,11.0,27.272727272727273,4.0,18.0,22.22222222222222,4.0,7.0,57.142857142857146,22.0,3.0,5.0,8.0,7.0,6.0,5.0,1.0,6.0,12.0,4.0,1.0,3.0,12.0
C. Koon,ADMU,244.4499999999,23.0,82.0,28.048780487804876,12.0,40.0,30.0,11.0,42.0,26.19047619047619,12.0,24.0,50.0,69.0,9.0,28.0,37.0,20.0,12.0,8.0,0.0,8.0,22.0,29.0,-59.0,3.0,10.0
M. Asoro,ADMU,5.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0
K. Gamber,ADMU,61.800000000000004,7.0,26.0,26.923076923076923,0.0,6.0,0.0,7.0,20.0,35.0,1.0,1.0,100.0,22.0,0.0,7.0,7.0,3.0,6.0,0.0,0.0,0.0,5.0,1.0,-20.0,2.0,10.0
F. Edu,ADMU,28.666666666700003,2.0,4.0,50.0,2.0,3.0,66.66666666666667,0.0,1.0,0.0,1.0,4.0,25.0,5.0,4.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,8.0,3.0,7.0
I. Espinosa,ADMU,205.5333333333,20.0,55.0,36.36363636363637,14.0,33.0,42.42424242424242,6.0,22.0,27.272727272727273,15.0,22.0,68.18181818181819,61.0,5.0,30.0,35.0,26.0,11.0,11.0,3.0,14.0,18.0,37.0,-25.0,3.0,12.0
J. Bahay,ADMU,279.76666666669996,40.0,144.0,27.77777777777778,24.0,58.0,41.37931034482759,16.0,86.0,18.6046511627907,28.0,42.0,66.66666666666667,124.0,11.0,25.0,36.0,51.0,16.0,8.0,0.0,8.0,23.0,40.0,-57.0,3.0,12.0
M. Reyes,ADMU,15.8333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0
A. Dela Cruz,ADMU,5.9666666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
A. Bongo,ADMU,236.9666666667,21.0,76.0,27.63157894736842,5.0,21.0,23.80952380952381,16.0,55.0,29.09090909090909,15.0,18.0,83.33333333333333,73.0,12.0,31.0,43.0,17.0,7.0,9.0,2.0,11.0,23.0,17.0,-38.0,3.0,12.0
A. Balogun,ADMU,131.95,9.0,31.0,29.032258064516128,9.0,27.0,33.333333333333336,0.0,4.0,0.0,19.0,30.0,63.333333333333336,37.0,20.0,23.0,43.0,2.0,11.0,4.0,4.0,8.0,22.0,26.0,-35.0,3.0,12.0
R. Mantua,AdU,187.5666666666,18.0,56.0,32.142857142857146,11.0,33.0,33.333333333333336,7.0,23.0,30.434782608695652,12.0,13.0,92.3076923076923,55.0,4.0,17.0,21.0,11.0,17.0,4.0,1.0,5.0,19.0,12.0,-34.0,5.0,12.0
J. Barcelona,AdU,14.666666666800001,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,-15.0,2.0,5.0
J. Calisay,AdU,234.48333333329998,17.0,71.0,23.943661971830984,7.0,30.0,23.333333333333332,10.0,41.0,24.390243902439025,6.0,12.0,50.0,50.0,7.0,42.0,49.0,17.0,13.0,7.0,1.0,8.0,20.0,13.0,3.0,5.0,12.0
M. Ojarikre,AdU,258.1666666668,16.0,35.0,45.714285714285715,16.0,35.0,45.714285714285715,0.0,0.0,0.0,9.0,26.0,34.61538461538461,41.0,40.0,62.0,102.0,1.0,20.0,2.0,27.0,29.0,22.0,25.0,-25.0,5.0,12.0
M. Erolon,AdU,192.5999999999,29.0,75.0,38.666666666666664,14.0,32.0,43.75,15.0,43.0,34.883720930232556,2.0,3.0,66.66666666666667,75.0,1.0,14.0,15.0,30.0,17.0,11.0,0.0,11.0,15.0,15.0,41.0,5.0,11.0
M. Montebon,AdU,251.03333333330002,37.0,105.0,35.23809523809524,20.0,52.0,38.46153846153846,17.0,53.0,32.075471698113205,24.0,34.0,70.58823529411765,115.0,4.0,29.0,33.0,27.0,28.0,14.0,2.0,16.0,17.0,31.0,-51.0,5.0,12.0
J. Yerro,AdU,265.4666666667,20.0,69.0,28.985507246376812,13.0,33.0,39.39393939393939,7.0,36.0,19.444444444444443,11.0,15.0,73.33333333333333,58.0,6.0,22.0,28.0,17.0,24.0,7.0,0.0,7.0,28.0,15.0,-15.0,5.0,12.0
E. Ramos,AdU,104.75,7.0,25.0,28.0,6.0,21.0,28.571428571428573,1.0,4.0,25.0,3.0,8.0,37.5,18.0,8.0,9.0,17.0,3.0,7.0,2.0,1.0,3.0,14.0,17.0,-45.0,5.0,11.0
F. Dignadice,AdU,12.4500000001,1.0,4.0,25.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,-15.0,3.0,7.0
A. Fransman,AdU,230.94999999990003,37.0,108.0,34.25925925925926,20.0,53.0,37.735849056603776,17.0,55.0,30.90909090909091,11.0,14.0,78.57142857142857,102.0,14.0,69.0,83.0,10.0,20.0,12.0,4.0,16.0,15.0,15.0,-30.0,5.0,12.0
A. Ignacio,AdU,17.9166666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,2.0,2.0,100.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,-25.0,4.0,8.0
M. Barasi Jr,AdU,117.9999999999,2.0,14.0,14.285714285714286,2.0,14.0,14.285714285714286,0.0,0.0,0.0,7.0,9.0,77.77777777777777,11.0,4.0,17.0,21.0,5.0,6.0,1.0,1.0,2.0,13.0,11.0,-6.0,5.0,11.0
C. Manzano,AdU,275.1166666667,39.0,94.0,41.48936170212766,39.0,94.0,41.48936170212766,0.0,0.0,0.0,32.0,45.0,71.11111111111111,110.0,42.0,52.0,94.0,23.0,37.0,9.0,12.0,21.0,34.0,41.0,19.0,5.0,12.0
A. Ronzone,AdU,32.4166666667,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,-8.0,3.0,7.0
M. Anabo,AdU,161.40000000000003,11.0,44.0,25.0,6.0,15.0,40.0,5.0,29.0,17.24137931034483,7.0,14.0,50.0,34.0,4.0,26.0,30.0,11.0,4.0,5.0,0.0,5.0,9.0,12.0,-17.0,5.0,12.0
C. Alexander,AdU,66.7833333334,2.0,8.0,25.0,0.0,1.0,0.0,2.0,7.0,28.571428571428573,1.0,2.0,50.0,7.0,3.0,6.0,9.0,6.0,13.0,1.0,0.0,1.0,9.0,1.0,-2.0,3.0,9.0
I. Phillips,DLSU,5.0333333333,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
L. Ramiro,DLSU,214.81666666680002,11.0,45.0,24.444444444444443,5.0,24.0,20.833333333333332,6.0,21.0,28.571428571428573,5.0,8.0,62.5,33.0,4.0,30.0,34.0,26.0,19.0,4.0,4.0,8.0,23.0,12.0,-10.0,12.0,14.0
V. Marasigan,DLSU,153.0999999999,22.0,58.0,37.93103448275862,17.0,42.0,40.476190476190474,5.0,16.0,31.25,15.0,25.0,60.0,64.0,9.0,20.0,29.0,6.0,12.0,6.0,1.0,7.0,29.0,23.0,36.0,12.0,14.0
V. David,DLSU,318.3,30.0,90.0,33.333333333333336,13.0,37.0,35.13513513513514,17.0,53.0,32.075471698113205,7.0,10.0,70.0,84.0,15.0,66.0,81.0,59.0,30.0,14.0,0.0,14.0,23.0,13.0,133.0,12.0,14.0
A. Konov,DLSU,42.8,2.0,9.0,22.22222222222222,0.0,1.0,0.0,2.0,8.0,25.0,0.0,0.0,0.0,6.0,2.0,5.0,7.0,3.0,4.0,0.0,0.0,0.0,4.0,2.0,-12.0,7.0,8.0
R. Gonzales,DLSU,162.05,33.0,54.0,61.111111111111114,31.0,50.0,62.0,2.0,4.0,50.0,11.0,16.0,68.75,79.0,19.0,31.0,50.0,11.0,15.0,11.0,7.0,18.0,22.0,11.0,39.0,12.0,14.0
E. Gollena,DLSU,224.0166666667,22.0,54.0,40.74074074074074,14.0,27.0,51.851851851851855,8.0,27.0,29.62962962962963,23.0,28.0,82.14285714285714,75.0,17.0,13.0,30.0,11.0,10.0,6.0,2.0,8.0,25.0,27.0,52.0,12.0,14.0
D. Dungo,DLSU,133.1666666665,16.0,43.0,37.2093023255814,8.0,20.0,40.0,8.0,23.0,34.78260869565217,14.0,16.0,87.5,54.0,6.0,15.0,21.0,18.0,11.0,3.0,2.0,5.0,10.0,12.0,48.0,11.0,13.0
K. Quiambao,DLSU,424.2833333333999,80.0,213.0,37.55868544600939,49.0,112.0,43.75,31.0,101.0,30.693069306930692,42.0,54.0,77.77777777777777,233.0,23.0,98.0,121.0,57.0,39.0,14.0,3.0,17.0,13.0,55.0,148.0,12.0,14.0
M. Rubico,DLSU,21.4499999999,1.0,3.0,33.333333333333336,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,5.0,1.0,0.0,1.0,4.0,1.0,6.0,6.0,6.0
C. Austria,DLSU,150.4833333332,12.0,37.0,32.432432432432435,11.0,28.0,39.285714285714285,1.0,9.0,11.11111111111111,6.0,11.0,54.54545454545455,31.0,10.0,10.0,20.0,25.0,19.0,3.0,1.0,4.0,11.0,12.0,-10.0,9.0,10.0
